"review_id","place_id","restaurant_name","rating","text","author_name","author_id","author_uri","author_photo_uri","author_is_local_guide","author_review_count","author_photo_count","relative_date","spent_amount","sort_source"
"ChZDSUhNMG9nS0VJQ0FnSUN3NUw3R2J3EAE","0x311d7d7a08dd9c99:0x5d287dc587410d3c","Prosmiles Dental Clinic Saphan Mai | คลินิคทันตกรรม โปรสไมล์ส์ ทำฟัน จัดฟัน รักษาฟัน สะพานใหม่",5,"Nice, clean, and reasonable price. Loved it here!!","chalida n","110591633635582203156","https://www.google.com/maps/contrib/110591633635582203156/reviews?hl=en","https://lh3.googleusercontent.com/a/ACg8ocLtGBYN_UWJLJDkcSLuCdPcz6S42r9F-Bj_QczU3jUQwiCs1Q=w36-h36-p-rp-mo-br100",0,2,6,"8 years ago","","relevant"
"ChdDSUhNMG9nS0VJQ0FnSUNaX2FtbjJ3RRAB","0x311d7d7a08dd9c99:0x5d287dc587410d3c","Prosmiles Dental Clinic Saphan Mai | คลินิคทันตกรรม โปรสไมล์ส์ ทำฟัน จัดฟัน รักษาฟัน สะพานใหม่",5,"The clinic is very clean. Anyone using social security can come here to have their teeth scaled. The doctor is kind and has a very gentle hand. It doesn't hurt at all. The clinic has parking. You can call to make an appointment. Highly recommended 👍🏻 …","OIiveda BiBi","101837777540933649694","https://www.google.com/maps/contrib/101837777540933649694/reviews?hl=en","https://lh3.googleusercontent.com/a/ACg8ocJt7ZulBXwjvupcdKfDB4_oWiXEegxWPNTNoIBhZXZd6FBdPQ=w36-h36-p-rp-mo-ba12-br100",1,10,13,"2 years ago","","relevant"
"Ci9DQUlRQUNvZENodHljRjlvT2kxRE0zSkZhWHBMTTJkek9VdHFla0o1T1RaWlNWRRAB","0x311d7d7a08dd9c99:0x5d287dc587410d3c","Prosmiles Dental Clinic Saphan Mai | คลินิคทันตกรรม โปรสไมล์ส์ ทำฟัน จัดฟัน รักษาฟัน สะพานใหม่",5,"The service was excellent. The doctor gave great advice. I was very impressed.","นาตาชา โรมานอฟ","105997269183900852640","https://www.google.com/maps/contrib/105997269183900852640/reviews?hl=en","https://lh3.googleusercontent.com/a-/ALV-UjWK_cWTk3tVxEcDQsKjX-sNPZdko31_SDSQew93w9-RsD7R1Is=w36-h36-p-rp-mo-br100",0,4,0,"9 months ago","","relevant"
"Ci9DQUlRQUNvZENodHljRjlvT2twM1ZWZFVha1ZXWDNocE9EQlVSWFZSUzFCcWNWRRAB","0x311d7d7a08dd9c99:0x5d287dc587410d3c","Prosmiles Dental Clinic Saphan Mai | คลินิคทันตกรรม โปรสไมล์ส์ ทำฟัน จัดฟัน รักษาฟัน สะพานใหม่",5,"","Cattalena Tantipachayaporn","104143615494426353150","https://www.google.com/maps/contrib/104143615494426353150/reviews?hl=en","https://lh3.googleusercontent.com/a-/ALV-UjXci0P-rqul4npJCPvGj-6gSOyNV73AJW_gYc0xDxGvSLlG_3Nb=w36-h36-p-rp-mo-br100",0,3,3,"10 months ago","","relevant"
"ChdDSUhNMG9nS0VJQ0FnTURvdGUtbmxBRRAB","0x311d7d7a08dd9c99:0x5d287dc587410d3c","Prosmiles Dental Clinic Saphan Mai | คลินิคทันตกรรม โปรสไมล์ส์ ทำฟัน จัดฟัน รักษาฟัน สะพานใหม่",5,"","Komson Champradang","101433341645197102247","https://www.google.com/maps/contrib/101433341645197102247/reviews?hl=en","https://lh3.googleusercontent.com/a/ACg8ocJR8CTm_kkbjQAm-ZFwRkspkq4lXsLS--lRNSuiU-hBqMKy7A=w36-h36-p-rp-mo-ba12-br100",1,20,1,"a year ago","","relevant"
